provincia,year,avg_precip,dry_days
ZARAGOZA,1986,0.29374999999999996,7
A CORUÑA,1987,1.81875,1
ALBACETE,1987,0,8
ALICANTE,1987,0,8
ALMERIA,1987,0,8
ARABA/ALAVA,1987,0.6875,5
ASTURIAS,1987,0.775,4
AVILA,1987,0.04375,7
BADAJOZ,1987,0,8
BALEARES,1987,0.12083333333333335,7
BARCELONA,1987,0,8
BIZKAIA,1987,2.0875,6
BURGOS,1987,0.1,7
CACERES,1987,0,8
CADIZ,1987,0,8
CANTABRIA,1987,0.25,6
CASTELLON,1987,0,8
CIUDAD REAL,1987,0,8
CORDOBA,1987,0,8
CUENCA,1987,0,8
GIPUZKOA,1987,2.2874999999999996,7
GIRONA,1987,0.05,6
GRANADA,1987,0,8
GUADALAJARA,1987,0,8
HUELVA,1987,0.1375,7
HUESCA,1987,0.13125,7
ILLES BALEARS,1987,0.01875,7
LA RIOJA,1987,0.41250000000000003,6
LAS PALMAS,1987,0.015625,7
LEON,1987,0,8
LLEIDA,1987,0.6041666666666666,7
LUGO,1987,0.225,5
MADRID,1987,0,8
MALAGA,1987,0,8
MELILLA,1987,0,8
MURCIA,1987,0,8
NAVARRA,1987,0.3375,5
OURENSE,1987,0.1125,7
PALENCIA,1987,0,8
PONTEVEDRA,1987,0.7083333333333333,4
SALAMANCA,1987,0.05,7
SANTA CRUZ DE TENERIFE,1987,0.26458333333333334,6
SEVILLA,1987,0,8
SORIA,1987,0,8
STA. CRUZ DE TENERIFE,1987,0.33658536585365856,6
TARRAGONA,1987,0,8
TERUEL,1987,0,8
TOLEDO,1987,0,8
VALENCIA,1987,0,8
VALLADOLID,1987,0,8
ZAMORA,1987,0.0375,7
ZARAGOZA,1987,0.01875,7
A CORUÑA,1988,7.339583333333334,0
ALBACETE,1988,0.6791666666666667,5
ALICANTE,1988,1.3125,6
ALMERIA,1988,1.45,6
ARABA/ALAVA,1988,11.45,2
ASTURIAS,1988,9.72,1
AVILA,1988,2.81875,5
BADAJOZ,1988,1.3666666666666667,5
BALEARES,1988,0.6,4
BARCELONA,1988,1.9825,3
BIZKAIA,1988,9.9625,1
BURGOS,1988,3.970833333333333,3
CACERES,1988,1.7363636363636366,6
CADIZ,1988,1.1333333333333333,6
CANTABRIA,1988,9.939583333333333,0
CASTELLON,1988,4.7250000000000005,6
CIUDAD REAL,1988,1.7375,6
CORDOBA,1988,3.7750000000000004,6
CUENCA,1988,1.5999999999999999,4
GIPUZKOA,1988,8.525,1
GIRONA,1988,3.7342857142857144,2
GRANADA,1988,1.50625,6
GUADALAJARA,1988,2.546875,5
HUELVA,1988,0.425,7
HUESCA,1988,4.63125,3
ILLES BALEARS,1988,0.9187500000000001,4
LA RIOJA,1988,6.8375,2
LAS PALMAS,1988,0.07627118644067797,5
LEON,1988,1.33125,3
LLEIDA,1988,3.9291666666666667,3
LUGO,1988,5.274285714285714,2
MADRID,1988,3.09375,4
MALAGA,1988,0.075,7
MELILLA,1988,2.9375,6
MURCIA,1988,0.0875,6
NAVARRA,1988,8.8375,3
OURENSE,1988,1.3,3
PALENCIA,1988,3.7375,4
PONTEVEDRA,1988,2.3125,2
SALAMANCA,1988,2.1125,5
SANTA CRUZ DE TENERIFE,1988,0.08541666666666667,5
SEVILLA,1988,1.89375,6
SORIA,1988,4.3125,4
STA. CRUZ DE TENERIFE,1988,0,8
TARRAGONA,1988,3.265625,6
TERUEL,1988,3.5625,5
TOLEDO,1988,2.033333333333333,6
VALENCIA,1988,2.31875,6
VALLADOLID,1988,3.0375,4
ZAMORA,1988,2.75,5
ZARAGOZA,1988,2.3875,4
A CORUÑA,1989,1.325,1
ALBACETE,1989,1.375,7
ALICANTE,1989,1.01875,6
ALMERIA,1989,1.6875,7
ARABA/ALAVA,1989,0.775,6
ASTURIAS,1989,0.95,3
AVILA,1989,0,8
BADAJOZ,1989,0,8
BALEARES,1989,1.1541666666666666,6
BARCELONA,1989,0.0125,7
BIZKAIA,1989,1.575,4
BURGOS,1989,0,8
CACERES,1989,0,8
CADIZ,1989,0,8
CANTABRIA,1989,2.035,3
CASTELLON,1989,0.225,7
CIUDAD REAL,1989,0,8
CORDOBA,1989,0,8
CUENCA,1989,0,8
GIPUZKOA,1989,1.5625,4
GIRONA,1989,0,8
GRANADA,1989,0,8
GUADALAJARA,1989,0,8
HUELVA,1989,0.1375,7
HUESCA,1989,0.06875,6
ILLES BALEARS,1989,0.5324324324324324,6
JAEN,1989,0,8
LA RIOJA,1989,0.1,6
LAS PALMAS,1989,2.4465909090909093,3
LEON,1989,0,8
LLEIDA,1989,0.109375,7
LUGO,1989,0.5675,5
MADRID,1989,0,8
MALAGA,1989,0,8
MELILLA,1989,4.225,7
MURCIA,1989,1.485,7
NAVARRA,1989,0.32499999999999996,6
OURENSE,1989,0.1125,5
PALENCIA,1989,0.125,7
PONTEVEDRA,1989,0.890625,5
SALAMANCA,1989,0.045454545454545456,7
SANTA CRUZ DE TENERIFE,1989,2.78125,2
SEGOVIA,1989,0,8
SEVILLA,1989,0,8
SORIA,1989,0,8
STA. CRUZ DE TENERIFE,1989,1.6734693877551021,3
TARRAGONA,1989,0,8
TERUEL,1989,0,8
TOLEDO,1989,0,8
VALENCIA,1989,0.4,7
VALLADOLID,1989,0.00625,7
ZAMORA,1989,0.008333333333333333,7
ZARAGOZA,1989,0,8
A CORUÑA,1990,2.1375,1
ALBACETE,1990,3.9166666666666665,4
ALICANTE,1990,0.8,4
ALMERIA,1990,0.30000000000000004,6
ARABA/ALAVA,1990,4.1625,2
ASTURIAS,1990,3.66,0
AVILA,1990,1.0999999999999999,4
BADAJOZ,1990,0.6425,6
BALEARES,1990,3.6666666666666665,3
BARCELONA,1990,0.6541666666666667,3
BIZKAIA,1990,5.1125,0
BURGOS,1990,1.9937500000000001,3
CACERES,1990,0.24375000000000002,7
CADIZ,1990,1.459375,6
CANTABRIA,1990,5.3925,0
CASTELLON,1990,2.525,5
CIUDAD REAL,1990,1.1,6
CORDOBA,1990,2.6374999999999997,6
CUENCA,1990,0.8125,7
GIPUZKOA,1990,8.81875,0
GIRONA,1990,0.8175,3
GRANADA,1990,1.78125,5
GUADALAJARA,1990,0.678125,4
HUELVA,1990,1.55,7
HUESCA,1990,1.8,1
ILLES BALEARS,1990,3.829032258064516,3
JAEN,1990,1.775,6
LA RIOJA,1990,0.8,4
LAS PALMAS,1990,0.32222222222222224,1
LEON,1990,0.3875,5
LLEIDA,1990,2.1451612903225805,1
LUGO,1990,1.625,0
MADRID,1990,1.0589285714285714,3
MALAGA,1990,2.8125,7
MELILLA,1990,0.375,5
MURCIA,1990,0.925,3
NAVARRA,1990,3.2375,1
OURENSE,1990,1.0375,3
PALENCIA,1990,2.5625,2
PONTEVEDRA,1990,2.585,2
SALAMANCA,1990,1.2125,5
SANTA CRUZ DE TENERIFE,1990,0.6604166666666667,0
SEGOVIA,1990,1.30625,4
SEVILLA,1990,2.39375,6
SORIA,1990,0.475,4
STA. CRUZ DE TENERIFE,1990,0.4673469387755102,4
TARRAGONA,1990,1,6
TERUEL,1990,0.775,6
TOLEDO,1990,1.0708333333333333,5
VALENCIA,1990,3.0416666666666665,2
VALLADOLID,1990,0.93125,6
ZAMORA,1990,0.4666666666666667,5
ZARAGOZA,1990,1.00625,4
A CORUÑA,1991,0,8
ALBACETE,1991,0.6791666666666667,5
ALICANTE,1991,0.6375000000000001,4
ALMERIA,1991,0,8
ARABA/ALAVA,1991,2.6125000000000003,6
ASTURIAS,1991,2.0437499999999997,5
AVILA,1991,0.9125,3
BADAJOZ,1991,0.005,7
BALEARES,1991,2.0208333333333335,4
BARCELONA,1991,4.279166666666667,3
BIZKAIA,1991,11.275,5
BURGOS,1991,0.38125,6
CACERES,1991,0,8
CADIZ,1991,0.0875,4
CANTABRIA,1991,6.815,5
CASTELLON,1991,1.1928571428571428,5
CIUDAD REAL,1991,0.1625,7
CORDOBA,1991,0,8
CUENCA,1991,1.575,5
GIPUZKOA,1991,9.1,5
GIRONA,1991,5.505,4
GRANADA,1991,0.00625,7
GUADALAJARA,1991,1.0916666666666666,4
HUELVA,1991,0.425,6
HUESCA,1991,0.45,6
ILLES BALEARS,1991,2.6933333333333334,4
JAEN,1991,0.89375,6
LA RIOJA,1991,0.05,6
LAS PALMAS,1991,2.2375,0
LEON,1991,0.03125,6
LLEIDA,1991,0.81875,4
LUGO,1991,0.1825,6
MADRID,1991,0.8142857142857143,4
MALAGA,1991,0.2625,5
MELILLA,1991,1.1749999999999998,5
MURCIA,1991,0.11842105263157895,4
NAVARRA,1991,0.3625,6
OURENSE,1991,0.03125,7
PALENCIA,1991,0,7
PONTEVEDRA,1991,0.00625,7
SALAMANCA,1991,0.0375,6
SANTA CRUZ DE TENERIFE,1991,1.9979166666666666,2
SEGOVIA,1991,3.2874999999999996,5
SEVILLA,1991,0.06875,5
SORIA,1991,0,8
STA. CRUZ DE TENERIFE,1991,2.722857142857143,2
TARRAGONA,1991,3.946875,5
TERUEL,1991,2.6083333333333334,3
TOLEDO,1991,0.10833333333333334,4
VALENCIA,1991,1.2805555555555557,4
VALLADOLID,1991,0,8
ZAMORA,1991,0.05652173913043478,6
ZARAGOZA,1991,2.28125,5
A CORUÑA,1992,1.09375,4
ALBACETE,1992,0.0125,7
ALICANTE,1992,0,8
ALMERIA,1992,0,8
ARABA/ALAVA,1992,1.7625,3
ASTURIAS,1992,1.575,3
AVILA,1992,0,8
BADAJOZ,1992,0,8
BALEARES,1992,0.46249999999999997,6
BARCELONA,1992,0,8
BIZKAIA,1992,3.075,2
BURGOS,1992,0.12916666666666668,4
CACERES,1992,0,8
CADIZ,1992,0,8
CANTABRIA,1992,1.940625,3
CASTELLON,1992,0,8
CIUDAD REAL,1992,0,8
CORDOBA,1992,0,8
CUENCA,1992,0,8
GIPUZKOA,1992,5.75,2
GIRONA,1992,0.3975,6
GRANADA,1992,0,8
GUADALAJARA,1992,0,8
HUELVA,1992,0,8
HUESCA,1992,0.8125,4
ILLES BALEARS,1992,0.5416666666666666,5
JAEN,1992,0,8
LA RIOJA,1992,0.11249999999999999,5
LAS PALMAS,1992,0,8
LEON,1992,0.4041666666666667,4
LLEIDA,1992,2.671875,4
LUGO,1992,0.615625,5
MADRID,1992,0,8
MALAGA,1992,0,8
MELILLA,1992,0,8
MURCIA,1992,0,8
NAVARRA,1992,0.9833333333333333,4
OURENSE,1992,0.18125,7
PALENCIA,1992,0.008333333333333333,7
PONTEVEDRA,1992,1.1541666666666668,7
SALAMANCA,1992,0,8
SANTA CRUZ DE TENERIFE,1992,0,8
SEGOVIA,1992,0,8
SEVILLA,1992,0,8
SORIA,1992,0,8
STA. CRUZ DE TENERIFE,1992,0,8
TARRAGONA,1992,0,8
TERUEL,1992,0,8
TOLEDO,1992,0,8
VALENCIA,1992,0.0025,7
VALLADOLID,1992,0,8
ZAMORA,1992,0,8
ZARAGOZA,1992,0.1375,5
A CORUÑA,1993,6.554166666666667,1
ALBACETE,1993,0.025,6
ALICANTE,1993,0,8
ALMERIA,1993,0,8
ARABA/ALAVA,1993,0.17500000000000002,6
ASTURIAS,1993,0.10625,3
AVILA,1993,0.03125,7
BADAJOZ,1993,0.135,6
BALEARES,1993,0.19166666666666668,5
BARCELONA,1993,0.37083333333333335,5
BIZKAIA,1993,0.46249999999999997,5
BURGOS,1993,0.5916666666666667,5
CACERES,1993,0.0625,7
CADIZ,1993,0.225,7
CANTABRIA,1993,0.246875,6
CASTELLON,1993,0.37083333333333335,5
CIUDAD REAL,1993,0.075,6
CORDOBA,1993,0,8
CUENCA,1993,0.5,6
GIPUZKOA,1993,0.43125,3
GIRONA,1993,0.86,4
GRANADA,1993,0.025,7
GUADALAJARA,1993,0.178125,4
HUELVA,1993,0,8
HUESCA,1993,0.43333333333333335,5
ILLES BALEARS,1993,0.1276595744680851,5
JAEN,1993,0.5,7
LA RIOJA,1993,0.1375,7
LAS PALMAS,1993,0,8
LEON,1993,0.6904761904761905,5
LLEIDA,1993,1.6625,4
LUGO,1993,4.335,1
MADRID,1993,0.26607142857142857,4
MALAGA,1993,0,8
MELILLA,1993,0,8
MURCIA,1993,0,8
NAVARRA,1993,0.5958333333333333,5
OURENSE,1993,2.71875,3
PALENCIA,1993,0.3875,6
PONTEVEDRA,1993,6.089583333333334,1
SALAMANCA,1993,1.15,5
SANTA CRUZ DE TENERIFE,1993,0,8
SEGOVIA,1993,1.13125,6
SEVILLA,1993,0.04375,7
SORIA,1993,0.4125,6
STA. CRUZ DE TENERIFE,1993,0,8
TARRAGONA,1993,0.4875,6
TERUEL,1993,0.10625,6
TOLEDO,1993,0.008333333333333333,7
VALENCIA,1993,0.06041666666666667,5
VALLADOLID,1993,0.5416666666666666,6
ZAMORA,1993,0.22083333333333335,5
ZARAGOZA,1993,0.06296296296296297,5
A CORUÑA,1994,3.0341772151898736,2
ALBACETE,1994,0,8
ALICANTE,1994,0.004761904761904762,7
ALMERIA,1994,0,8
ARABA/ALAVA,1994,3.0625,5
ASTURIAS,1994,1.705,3
AVILA,1994,0.3818181818181818,6
BADAJOZ,1994,0.4114285714285714,5
BALEARES,1994,0.7291666666666666,6
BARCELONA,1994,0.008333333333333333,7
BIZKAIA,1994,5.075,4
BURGOS,1994,0.14583333333333334,3
CACERES,1994,0.3526315789473684,6
CADIZ,1994,0,8
CANTABRIA,1994,1.486046511627907,6
CASTELLON,1994,0.004166666666666667,7
CIUDAD REAL,1994,0,8
CORDOBA,1994,0,8
CUENCA,1994,0.025,7
GIPUZKOA,1994,13.73125,4
GIRONA,1994,0.425,4
GRANADA,1994,0,8
GUADALAJARA,1994,0.10625000000000001,6
HUELVA,1994,0,8
HUESCA,1994,1.480952380952381,6
ILLES BALEARS,1994,0.2903846153846154,6
JAEN,1994,0.00625,7
LA RIOJA,1994,0.3625,6
LAS PALMAS,1994,0.015624999999999998,6
LEON,1994,1.1,2
LLEIDA,1994,0,8
LUGO,1994,2.113953488372093,0
MADRID,1994,0.03214285714285714,6
MALAGA,1994,0,8
MELILLA,1994,0,8
MURCIA,1994,0,8
NAVARRA,1994,3.9441176470588237,4
OURENSE,1994,1,2
PALENCIA,1994,0.11666666666666667,4
PONTEVEDRA,1994,2.8525,2
SALAMANCA,1994,0.140625,5
SANTA CRUZ DE TENERIFE,1994,0.012499999999999999,7
SEGOVIA,1994,0.0125,7
SEVILLA,1994,0.0125,7
SORIA,1994,0.23750000000000002,5
STA. CRUZ DE TENERIFE,1994,0.3775,7
TARRAGONA,1994,0.015625,7
TERUEL,1994,0.05517241379310345,7
TOLEDO,1994,0.029166666666666664,7
VALENCIA,1994,0.5479166666666666,5
VALLADOLID,1994,0.15833333333333335,4
ZAMORA,1994,0.20833333333333334,7
ZARAGOZA,1994,0.46896551724137936,6
A CORUÑA,1995,0,8
ALBACETE,1995,0.01875,7
ALICANTE,1995,0.025,6
ALMERIA,1995,0,8
ARABA/ALAVA,1995,0.025,7
ASTURIAS,1995,0.015625,6
AVILA,1995,0,8
BADAJOZ,1995,0.196875,7
BALEARES,1995,0.14166666666666666,7
BARCELONA,1995,0.025925925925925925,5
BIZKAIA,1995,0.0625,7
BURGOS,1995,0,8
CACERES,1995,0,8
CADIZ,1995,0.125,7
CANTABRIA,1995,0.07291666666666667,7
CASTELLON,1995,0,8
CIUDAD REAL,1995,0.0125,7
CORDOBA,1995,0.27499999999999997,6
CUENCA,1995,0,8
GIPUZKOA,1995,0.075,6
GIRONA,1995,0.0025,7
GRANADA,1995,0.2375,4
GUADALAJARA,1995,0,8
HUELVA,1995,0.025,7
HUESCA,1995,0,8
ILLES BALEARS,1995,0.1203125,7
JAEN,1995,0,8
LA RIOJA,1995,0.0625,7
LAS PALMAS,1995,1.1388888888888888,1
LEON,1995,0,8
LLEIDA,1995,0.35625,5
LUGO,1995,0.014583333333333334,6
MADRID,1995,0,8
MALAGA,1995,0,8
MELILLA,1995,0.2375,5
MURCIA,1995,0,8
NAVARRA,1995,0.01,6
OURENSE,1995,0,8
PALENCIA,1995,0,8
PONTEVEDRA,1995,0,8
SALAMANCA,1995,0,8
SANTA CRUZ DE TENERIFE,1995,1.4125,4
SEGOVIA,1995,0,8
SEVILLA,1995,0,8
SORIA,1995,0,8
STA. CRUZ DE TENERIFE,1995,0.8125,4
TARRAGONA,1995,0.078125,7
TERUEL,1995,0,8
TOLEDO,1995,0,8
VALENCIA,1995,0.009090909090909092,6
VALLADOLID,1995,0,8
ZAMORA,1995,0,8
ZARAGOZA,1995,0,8
A CORUÑA,1996,4.373239436619718,3
ALBACETE,1996,0.9,5
ALICANTE,1996,1.325,4
ALMERIA,1996,1.1375,5
ARABA/ALAVA,1996,1.7625,3
ASTURIAS,1996,3.640625,3
AVILA,1996,2.275,3
BADAJOZ,1996,1.4125,4
BALEARES,1996,1.6208333333333333,5
BARCELONA,1996,1.575,4
BIZKAIA,1996,0.675,3
BURGOS,1996,3.20625,4
CACERES,1996,1.7958333333333334,4
CADIZ,1996,0.546875,5
CANTABRIA,1996,2.70625,3
CASTELLON,1996,1.342857142857143,4
CIUDAD REAL,1996,1.075,6
CORDOBA,1996,0.5625,5
CUENCA,1996,2.55,4
GIPUZKOA,1996,1.1,4
GIRONA,1996,0.4175,3
GRANADA,1996,0.60625,3
GUADALAJARA,1996,3.153125,3
HUELVA,1996,0.3875,5
HUESCA,1996,2.375,6
ILLES BALEARS,1996,1.227450980392157,5
JAEN,1996,1.6375000000000002,6
LA RIOJA,1996,2.275,5
LAS PALMAS,1996,0.02248062015503876,7
LEON,1996,3.2083333333333335,3
LLEIDA,1996,2.25,6
LUGO,1996,5.205,2
MADRID,1996,2.3107142857142855,3
MALAGA,1996,0.0125,7
MELILLA,1996,2.15,5
MURCIA,1996,1.085,3
NAVARRA,1996,2.3516129032258064,5
OURENSE,1996,5.3921052631578945,3
PALENCIA,1996,2.6,4
PONTEVEDRA,1996,6.7875,2
SALAMANCA,1996,1.9289473684210527,4
SANTA CRUZ DE TENERIFE,1996,0.03958333333333333,7
SEGOVIA,1996,7.225,3
SEVILLA,1996,1.35625,5
SORIA,1996,3.025,5
STA. CRUZ DE TENERIFE,1996,0,8
TARRAGONA,1996,2.5125,6
TERUEL,1996,1.228125,4
TOLEDO,1996,2.325,3
VALENCIA,1996,0.6791666666666667,4
VALLADOLID,1996,2.8208333333333333,3
ZAMORA,1996,2.629166666666667,3
ZARAGOZA,1996,1.4307692307692308,4
A CORUÑA,1997,0,8
ALBACETE,1997,0.9416666666666667,6
ALICANTE,1997,3.434375,5
ALMERIA,1997,0,8
ARABA/ALAVA,1997,0.6375,6
ASTURIAS,1997,0.2875,5
AVILA,1997,0,8
BADAJOZ,1997,0,8
BALEARES,1997,0.7000000000000001,6
BARCELONA,1997,0.6806451612903226,5
BIZKAIA,1997,1.3624999999999998,5
BURGOS,1997,0.06086956521739131,6
CACERES,1997,0,8
CADIZ,1997,0.06521739130434782,7
CANTABRIA,1997,0.8625,5
CASTELLON,1997,0.15,5
CIUDAD REAL,1997,0,8
CORDOBA,1997,0,8
CUENCA,1997,0,8
GIPUZKOA,1997,2.9812499999999997,5
GIRONA,1997,0.0020833333333333333,7
GRANADA,1997,0,8
GUADALAJARA,1997,0.03333333333333333,7
HUELVA,1997,0,8
HUESCA,1997,0.008333333333333333,7
ILLES BALEARS,1997,0.9180327868852459,5
JAEN,1997,0,8
LA RIOJA,1997,0.075,7
LAS PALMAS,1997,1.96875,0
LEON,1997,0.4166666666666667,6
LLEIDA,1997,0.49375,5
LUGO,1997,0,8
MADRID,1997,0,8
MALAGA,1997,0,8
MELILLA,1997,0.7125,7
MURCIA,1997,1.9354166666666666,6
NAVARRA,1997,0.446875,6
OURENSE,1997,0.042499999999999996,7
PALENCIA,1997,0,8
PONTEVEDRA,1997,0,8
SALAMANCA,1997,0,8
SANTA CRUZ DE TENERIFE,1997,1.3375,3
SEGOVIA,1997,0,8
SEVILLA,1997,0,8
SORIA,1997,0,8
STA. CRUZ DE TENERIFE,1997,1.158,2
TARRAGONA,1997,0.7025,5
TERUEL,1997,0.0064516129032258064,6
TOLEDO,1997,0.04583333333333334,5
VALENCIA,1997,0.7479166666666667,4
VALLADOLID,1997,0,8
ZAMORA,1997,0,8
ZARAGOZA,1997,0.046875,6
A CORUÑA,1998,16.022077922077923,0
ALBACETE,1998,0.9208333333333334,4
ALICANTE,1998,0.0375,7
ALMERIA,1998,0,8
ARABA/ALAVA,1998,6.075,2
ASTURIAS,1998,11.373333333333333,0
AVILA,1998,1.1375,2
BADAJOZ,1998,0.9888888888888889,3
BALEARES,1998,1.3458333333333332,3
BARCELONA,1998,0.37333333333333335,3
BIZKAIA,1998,8.228125,0
BURGOS,1998,2.8041666666666667,0
CACERES,1998,0.5583333333333333,2
CADIZ,1998,0.425531914893617,2
CANTABRIA,1998,10.728571428571428,0
CASTELLON,1998,0.19166666666666668,5
CIUDAD REAL,1998,1.15,3
CORDOBA,1998,1.7625,2
CUENCA,1998,1.725,2
GIPUZKOA,1998,10.571875,1
GIRONA,1998,1.9593749999999999,2
GRANADA,1998,1.25,3
GUADALAJARA,1998,1.719047619047619,1
HUELVA,1998,0.6222222222222222,3
HUESCA,1998,5.325,0
ILLES BALEARS,1998,1.3338709677419356,2
JAEN,1998,2.8,2
LA RIOJA,1998,0.4875,3
LAS PALMAS,1998,0.2948529411764706,3
LEON,1998,3.0260869565217394,0
LLEIDA,1998,1.425,2
LUGO,1998,14.425,0
MADRID,1998,1.4313953488372093,0
MALAGA,1998,0,8
MELILLA,1998,0.6125,4
MURCIA,1998,0.09166666666666666,4
NAVARRA,1998,2.790625,0
OURENSE,1998,6.895652173913043,0
PALENCIA,1998,2.6227272727272726,1
PONTEVEDRA,1998,11.30625,0
SALAMANCA,1998,1.395,0
SANTA CRUZ DE TENERIFE,1998,0.6875,3
SEGOVIA,1998,4.9875,1
SEVILLA,1998,0.6272727272727273,4
SORIA,1998,3.025,2
STA. CRUZ DE TENERIFE,1998,0.6482142857142857,2
TARRAGONA,1998,0.225,1
TERUEL,1998,0.64375,1
TOLEDO,1998,1.42,3
VALENCIA,1998,0.25625,4
VALLADOLID,1998,0.6272727272727273,2
ZAMORA,1998,1.2583333333333333,2
ZARAGOZA,1998,0.925,2
A CORUÑA,1999,3.621978021978022,2
ALBACETE,1999,0,8
ALICANTE,1999,0,8
ALMERIA,1999,0,8
ARABA/ALAVA,1999,0.2375,7
ASTURIAS,1999,0.9129032258064516,4
AVILA,1999,0.1125,5
BADAJOZ,1999,0.55625,7
BALEARES,1999,0.30833333333333335,7
BARCELONA,1999,0.013999999999999999,7
BIZKAIA,1999,0.065625,6
BURGOS,1999,0.19583333333333333,6
CACERES,1999,0.7178571428571429,6
CADIZ,1999,0.22083333333333333,6
CANTABRIA,1999,0.125,6
CASTELLON,1999,0.008695652173913044,7
CIUDAD REAL,1999,0.0625,7
CORDOBA,1999,0,8
CUENCA,1999,0,8
GIPUZKOA,1999,0.0875,4
GIRONA,1999,0,8
GRANADA,1999,0,8
GUADALAJARA,1999,0.12083333333333333,7
HUELVA,1999,0.5,7
HUESCA,1999,0.09166666666666666,7
ILLES BALEARS,1999,0.3,5
JAEN,1999,0,8
LA RIOJA,1999,0.075,7
LAS PALMAS,1999,0.015447154471544716,7
LEON,1999,0.6041666666666666,6
LLEIDA,1999,0.015,7
LUGO,1999,0.8775,5
MADRID,1999,0.1340909090909091,4
MALAGA,1999,0,8
MELILLA,1999,0,8
MURCIA,1999,0,8
NAVARRA,1999,0.1825,6
OURENSE,1999,0.89,4
PALENCIA,1999,0.6166666666666667,6
PONTEVEDRA,1999,2.1,3
SALAMANCA,1999,0.6025,6
SANTA CRUZ DE TENERIFE,1999,0.052083333333333336,4
SEGOVIA,1999,0,8
SEVILLA,1999,0.6208333333333333,6
SORIA,1999,0,8
STA. CRUZ DE TENERIFE,1999,0.0057692307692307696,7
TARRAGONA,1999,0.0325,7
TERUEL,1999,0.109375,6
TOLEDO,1999,0.11,5
VALENCIA,1999,0,8
VALLADOLID,1999,0.5583333333333333,6
ZAMORA,1999,0.5666666666666667,6
ZARAGOZA,1999,0.07435897435897436,6
A CORUÑA,2000,19.28421052631579,0
ALBACETE,2000,1.275,6
ALICANTE,2000,0.07931034482758621,7
ALMERIA,2000,0.6,7
ARABA/ALAVA,2000,1.475,1
ASTURIAS,2000,3.0735849056603772,0
AVILA,2000,0.8250000000000001,3
BADAJOZ,2000,1.5916666666666668,2
BALEARES,2000,0.37083333333333335,7
BARCELONA,2000,0.8015625,3
BIZKAIA,2000,1.73125,0
BURGOS,2000,1.6416666666666666,0
CACERES,2000,2.88125,1
CADIZ,2000,0.9825,3
CANTABRIA,2000,1.058695652173913,1
CASTELLON,2000,0.29583333333333334,6
CIUDAD REAL,2000,1.375,3
CORDOBA,2000,2.019047619047619,3
CUENCA,2000,2.15,4
GIPUZKOA,2000,2.259375,1
GIRONA,2000,2.0633333333333335,3
GRANADA,2000,1.6124999999999998,5
GUADALAJARA,2000,5.145833333333333,1
HUELVA,2000,0.4285714285714286,5
HUESCA,2000,6.3062499999999995,3
ILLES BALEARS,2000,0.253125,5
JAEN,2000,2.6125,3
LA RIOJA,2000,0.2125,4
LAS PALMAS,2000,0.008181818181818182,6
LEON,2000,3.325,0
LLEIDA,2000,3.7,2
LUGO,2000,7.215,0
MADRID,2000,2.685714285714286,0
MALAGA,2000,0.45,7
MELILLA,2000,0.2875,7
MURCIA,2000,0.1285714285714286,7
NAVARRA,2000,2.83,1
OURENSE,2000,10.955555555555556,0
PALENCIA,2000,4.254166666666666,0
PONTEVEDRA,2000,20.1375,0
SALAMANCA,2000,3.9725,0
SANTA CRUZ DE TENERIFE,2000,0.01875,7
SEGOVIA,2000,7.7375,1
SEVILLA,2000,1.3416666666666668,1
SORIA,2000,4.175,2
STA. CRUZ DE TENERIFE,2000,0.5469387755102041,5
TARRAGONA,2000,0.955,5
TERUEL,2000,0.8689655172413793,3
TOLEDO,2000,1.0875,5
VALENCIA,2000,0.49782608695652175,3
VALLADOLID,2000,3.8625000000000003,1
ZAMORA,2000,3.4125,0
ZARAGOZA,2000,1.5578947368421052,2
A CORUÑA,2001,0.004545454545454546,7
ALBACETE,2001,0,8
ALICANTE,2001,0,8
ALMERIA,2001,0,8
ARABA/ALAVA,2001,0.275,4
ASTURIAS,2001,0.025,6
AVILA,2001,0,8
BADAJOZ,2001,0,8
BALEARES,2001,0.008333333333333333,7
BARCELONA,2001,0,8
BIZKAIA,2001,0.221875,3
BURGOS,2001,0.012499999999999999,7
CACERES,2001,0,8
CADIZ,2001,0,8
CANTABRIA,2001,0.09361702127659574,5
CASTELLON,2001,0,8
CIUDAD REAL,2001,0,8
CORDOBA,2001,0,8
CUENCA,2001,0,8
GIPUZKOA,2001,1.059375,3
GIRONA,2001,0.030555555555555558,7
GRANADA,2001,0.16875,6
GUADALAJARA,2001,0.059375,7
HUELVA,2001,0,8
HUESCA,2001,0.5583333333333333,6
ILLES BALEARS,2001,0.16792452830188678,6
JAEN,2001,0,8
LA RIOJA,2001,0.3625,6
LAS PALMAS,2001,0,8
LEON,2001,0.00625,6
LLEIDA,2001,0.00625,7
LUGO,2001,0.27249999999999996,6
MADRID,2001,0,8
MALAGA,2001,0,8
MELILLA,2001,0,8
MURCIA,2001,0,8
NAVARRA,2001,0.5538461538461539,5
OURENSE,2001,0.040983606557377046,7
PALENCIA,2001,0.016666666666666666,7
PONTEVEDRA,2001,0,8
SALAMANCA,2001,0,8
SANTA CRUZ DE TENERIFE,2001,0,8
SEGOVIA,2001,0,8
SEVILLA,2001,0,8
SORIA,2001,0,8
STA. CRUZ DE TENERIFE,2001,0,8
TARRAGONA,2001,0,8
TERUEL,2001,0,8
TOLEDO,2001,0,8
VALENCIA,2001,0,8
